STOP_ID,STOP_FRISK_DATE,ISSUING_OFFICER_RANK,SUPERVISING_OFFICER_RANK,SUSPECTED_CRIME_DESCRIPTION,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,STOP_LOCATION_BORO_NAME
3165,06/06/2021,POM,(null),CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),(null),(null),ANNOYED,26,MALE,BLACK,5.11,160,THN,BRO,BLK,MANHATTAN
3166,04/06/2021,POF,(null),ASSAULT,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),UPSET,30,MALE,BLACK,5.1,170,THN,BRO,BLK,BROOKLYN
3167,06/06/2021,POM,(null),CPW,N,(null),Y,N,N,(null),N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),AGITATED,27,MALE,BLACK,5.8,160,MED,BRO,BLK,BROOKLYN
3168,06/06/2021,LT,(null),OTHER,Y,OTHER,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM AND COOPERATIVE,50,MALE,BLACK,5.1,170,THN,ZZZ,BLD,BROOKLYN
3169,01/06/2021,LT,(null),PETIT LARCENY,Y,PETIT LARCENY,Y,Y,N,N,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,48,MALE,BLACK,5.6,200,HEA,BLK,BLK,QUEENS
3170,05/04/2021,DT3,(null),FORCIBLE TOUCHING,N,(null),N,N,N,(null),N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS,17,MALE,WHITE HISPANIC,5.7,130,THN,BRO,BLK,STATEN ISLAND
3171,07/06/2021,POM,(null),CPW,N,(null),N,N,N,(null),N,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),COOPERATIVE,57,MALE,WHITE,5.1,240,MED,BRO,BRO,MANHATTAN
3172,07/06/2021,POF,(null),PETIT LARCENY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,55,MALE,WHITE HISPANIC,5.6,180,HEA,BRO,GRY,MANHATTAN
3173,07/06/2021,POM,(null),PETIT LARCENY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),NERVOUS,45,MALE,BLACK HISPANIC,5.6,140,THN,BRO,BLK,MANHATTAN
3174,03/06/2021,SGT,(null),CPW,Y,CPW,Y,Y,N,N,N,Y,(null),(null),Y,(null),(null),Y,(null),(null),(null),Y,(null),CALM,29,MALE,BLACK,5.1,170,THN,BRO,BLK,MANHATTAN
3175,08/06/2021,POM,(null),PETIT LARCENY,Y,PETIT LARCENY,N,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),SUPRISED,58,MALE,WHITE,5.9,110,THN,BLU,GRY,BROOKLYN
3176,08/06/2021,POM,(null),PETIT LARCENY,N,(null),N,N,N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),SUPRISED,53,FEMALE,WHITE,5,130,MED,ZZZ,XXX,BROOKLYN
3177,22/05/2021,POM,(null),ASSAULT,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,23,MALE,BLACK,6,180,THN,BRO,BLK,MANHATTAN
3178,21/05/2021,POM,(null),ASSAULT,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),COMPLIANT,40,MALE,WHITE,5.8,170,MED,BRO,BRO,MANHATTAN
3179,06/06/2021,POM,(null),ROBBERY,Y,ROBBERY,Y,Y,Y,Y,Y,(null),Y,(null),Y,(null),Y,Y,(null),(null),(null),Y,(null),ANXIOUS,22,MALE,BLACK,6.3,165,THN,BRO,BLK,MANHATTAN
3180,01/06/2021,POM,(null),ASSAULT,Y,CRIMINAL MISCHIEF,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,40,MALE,BLACK,6.2,185,MED,BRO,BLK,BRONX
3181,02/06/2021,POM,(null),CPW,Y,CPW,Y,Y,N,(null),N,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),FIDGETING NERVIOUS SHAKING FURTIVE MOVEMENTS,26,MALE,WHITE HISPANIC,5.6,140,THN,BRO,BLK,BROOKLYN
3182,05/06/2021,POM,(null),CPW,Y,CPW,Y,Y,N,N,N,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),26,MALE,BLACK,5.8,180,MED,BRO,BLK,BROOKLYN
3183,07/06/2021,POM,(null),CPW,Y,MENACING,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,37,MALE,WHITE,5.8,145,THN,BRO,BLN,QUEENS
3184,07/06/2021,POM,(null),CPW,N,(null),N,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),AGITATED,67,MALE,WHITE,5.9,210,HEA,BRO,GRY,QUEENS
3185,05/06/2021,POM,(null),CPW,Y,CPW,Y,Y,N,N,N,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),CALM,26,MALE,BLACK,5.11,150,THN,BRO,BLK,BROOKLYN
3186,05/06/2021,DT3,(null),CPW,N,(null),Y,N,N,(null),N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),AGITATED,18,MALE,BLACK,5.11,170,U,BRO,BLK,QUEENS
3187,24/05/2021,POM,(null),PETIT LARCENY,Y,PETIT LARCENY,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),APOLOGETIC,40,MALE,WHITE HISPANIC,5.8,170,THN,BRO,BLK,MANHATTAN
3188,08/06/2021,POM,(null),BURGLARY,Y,BURGLARY,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS,30,MALE,WHITE,6.1,190,MED,BLU,BRO,BROOKLYN
3189,09/06/2021,POM,(null),CRIMINAL MISCHIEF,N,(null),N,N,N,N,N,(null),(null),(null),N,Y,(null),(null),(null),(null),(null),(null),(null),ERRATIC,42,MALE,BLACK,5.8,210,HEA,BRO,BLK,BROOKLYN
3190,05/06/2021,POM,(null),CPW,N,(null),Y,Y,N,Y,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),Y,(null),NERVOUS,35,MALE,WHITE HISPANIC,6.2,220,MED,BRO,BLK,QUEENS
3191,08/06/2021,POM,(null),GRAND LARCENY,N,(null),Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,28,MALE,WHITE,5.11,150,THN,BRO,BRO,MANHATTAN
3192,29/05/2021,POM,(null),PETIT LARCENY,Y,PETIT LARCENY,N,Y,N,(null),N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),COMPLIANT,29,MALE,WHITE,5.9,(null),THN,BRO,(null),MANHATTAN
3193,09/06/2021,POF,(null),PETIT LARCENY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS,(null),MALE,BLACK,(null),(null),(null),(null),(null),MANHATTAN
3194,08/06/2021,POM,(null),CPW,N,(null),N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,41,MALE,BLACK,6.1,275,HEA,BRO,XXX,BROOKLYN
3195,08/06/2021,POM,(null),CPW,N,(null),N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,37,FEMALE,BLACK,5.9,200,MED,BRO,BLK,BROOKLYN
3196,02/05/2021,POM,(null),CPW,N,(null),Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,(null),MALE,BLACK,6,150,THN,ZZZ,XXX,BROOKLYN
3197,01/06/2021,POM,(null),ROBBERY,Y,ROBBERY,Y,Y,N,N,Y,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),CALM,50,MALE,BLACK,5.8,270,HEA,BRO,BLK,BROOKLYN
3198,02/06/2021,LT,(null),ASSAULT,Y,ASSAULT,Y,Y,N,(null),N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),AGITATED,30,MALE,BLACK,5.7,140,THN,BRO,BLK,BROOKLYN
3199,09/05/2021,POM,(null),CPW,Y,CPW,N,Y,N,N,N,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),QUITE IN SHOCK OUT OF BREATH,19,MALE,BLACK,6.3,240,U,BRO,BLK,BROOKLYN
3200,04/06/2021,POM,(null),CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,21,MALE,BLACK,6.1,160,THN,BRO,BLK,BROOKLYN
3201,08/06/2021,POM,(null),CPW,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),MALE,BLACK,5.6,210,MED,BRO,BLK,BROOKLYN
3202,04/06/2021,POM,(null),PETIT LARCENY,Y,PETIT LARCENY,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),CALM,46,MALE,WHITE,5.7,250,HEA,BRO,BRO,BROOKLYN
3203,04/06/2021,POM,(null),PETIT LARCENY,Y,PETIT LARCENY,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),28,MALE,BLACK HISPANIC,5.8,155,THN,GRN,BRO,BROOKLYN
3204,02/06/2021,POM,(null),OTHER,Y,OTHER,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),NERVOUS,24,MALE,BLACK,5.9,150,THN,BRO,BLK,QUEENS
3205,08/06/2021,POM,(null),CPW,N,(null),Y,Y,N,N,N,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),NORMAL,(null),MALE,WHITE,5.11,170,THN,BRO,BRO,STATEN ISLAND
3206,09/06/2021,POM,(null),PETIT LARCENY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),Y,(null),(null),(null),CALM,64,MALE,WHITE,5.5,250,HEA,BRO,BLK,STATEN ISLAND
3207,01/06/2021,POM,(null),CPW,N,(null),Y,Y,N,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),CALM,50,MALE,WHITE,5.7,140,THN,BRO,BRO,MANHATTAN
3208,08/06/2021,POF,(null),FORCIBLE TOUCHING,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NORMAL,34,MALE,WHITE HISPANIC,5.6,170,MED,BRO,BLD,MANHATTAN
3209,09/06/2021,POF,(null),ROBBERY,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),APPARANTLY NORMAL,(null),FEMALE,BLACK,5.9,180,MED,ZZZ,RED,BRONX
3210,07/06/2021,POM,(null),OTHER,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,50,FEMALE,BLACK,5.5,200,HEA,BRO,BLK,BROOKLYN
3211,28/04/2021,POM,(null),CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS,(null),MALE,BLACK,5.1,200,HEA,BRO,BLK,BROOKLYN
3212,28/04/2021,POM,(null),CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,(null),MALE,BLACK,5.8,180,THN,BRO,BLK,BROOKLYN
3213,17/05/2021,DTS,(null),CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),BROOKLYN
3214,21/05/2021,POM,(null),CPW,Y,CPW,Y,Y,N,N,N,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),COMBATIVE,(null),MALE,BLACK,(null),(null),MED,BRO,BLK,BROOKLYN
3215,22/05/2021,POM,(null),CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,(null),MALE,BLACK,6,250,HEA,BRO,XXX,BROOKLYN
3216,28/05/2021,POM,(null),MURDER,Y,OTHER,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),DRUNK AGITATED,19,MALE,BLACK,5.6,120,THN,BRO,BLK,BROOKLYN
3217,29/05/2021,POM,(null),GRAND LARCENY AUTO,N,(null),N,Y,N,N,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),(null),(null),CALM,39,MALE,BLACK,5.8,200,HEA,BRO,BLK,BROOKLYN
3218,31/05/2021,POM,(null),CPW,N,(null),Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),AGITATED,15,MALE,BLACK,5.9,150,THN,BRO,BLK,BROOKLYN
3219,06/06/2021,POM,(null),CPW,Y,CPW,Y,Y,Y,Y,N,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),CALM AND COOPERATIVE,37,MALE,BLACK,5.4,135,THN,BRO,BLK,BROOKLYN
3220,09/06/2021,POM,(null),CPW,Y,CPW,Y,Y,N,N,N,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),CALM,41,MALE,WHITE HISPANIC,5.9,300,HEA,HAZ,BLK,BROOKLYN
3221,06/06/2021,POM,(null),ASSAULT,Y,CPW,Y,Y,N,N,N,Y,(null),(null),Y,(null),(null),Y,(null),(null),(null),Y,(null),NERVOUS,24,MALE,ASIAN / PACIFIC ISLANDER,5.6,160,THN,BRO,BLK,QUEENS
3222,25/05/2021,POM,(null),BURGLARY,Y,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,N,Y,N,N,Y,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS,36,MALE,ASIAN / PACIFIC ISLANDER,5.1,180,THN,BLK,BLK,MANHATTAN
3223,03/06/2021,POM,(null),GRAND LARCENY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),HE FELT SORRY,48,MALE,WHITE HISPANIC,5.5,200,HEA,BRO,BLK,MANHATTAN
3224,03/06/2021,POM,(null),OTHER,Y,OTHER,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS,31,FEMALE,WHITE HISPANIC,5.6,200,MED,HAZ,BLK,BRONX
3225,14/05/2021,POM,(null),ASSAULT,Y,ASSAULT,Y,N,N,(null),N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),ANNOYED,24,MALE,BLACK,6.1,180,MED,BRO,BLK,BRONX
3226,23/05/2021,POM,(null),CPW,Y,CPW,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),NERVOUS,46,MALE,WHITE HISPANIC,5.8,210,MED,BRO,BLK,BRONX
3227,09/06/2021,POF,(null),CPW,N,(null),Y,N,N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),20,MALE,BLACK,5.8,160,THN,BRO,BLK,BROOKLYN
3228,10/06/2021,POM,(null),CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NOT COOPERATIVE,(null),MALE,BLACK,(null),(null),THN,BRO,BLK,BROOKLYN
3229,03/06/2021,POM,(null),PETIT LARCENY,Y,PETIT LARCENY,Y,Y,N,N,N,(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),Y,(null),AGGITATED,58,MALE,WHITE,5.9,170,MED,BLU,GRY,MANHATTAN
3230,06/06/2021,POM,(null),ROBBERY,Y,ROBBERY,N,N,N,N,N,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),Y,(null),CALM.,27,MALE,BLACK,6,300,HEA,BLK,BLK,MANHATTAN
3231,17/05/2021,POM,(null),ROBBERY,Y,ROBBERY,Y,Y,N,N,N,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),COOPERATIVE,60,MALE,BLACK,5.9,180,MED,BRO,BLD,BRONX
3232,06/06/2021,POM,(null),GRAND LARCENY AUTO,Y,GRAND LARCENY AUTO,N,Y,N,N,N,(null),(null),(null),N,Y,(null),(null),(null),(null),(null),Y,(null),HESITATING,15,MALE,BLACK,5.6,115,THN,BRO,BLK,BRONX
3233,02/06/2021,POF,(null),ROBBERY,Y,ROBBERY,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,17,MALE,BLACK,6.1,170,THN,BRO,BLK,BRONX
3234,09/06/2021,POM,(null),PETIT LARCENY,Y,PETIT LARCENY,Y,Y,N,(null),N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS,40,MALE,WHITE,5.7,180,HEA,BRO,BRO,QUEENS
3235,10/06/2021,POM,(null),CPW,N,(null),Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,28,MALE,BLACK,5.1,175,MED,BRO,XXX,MANHATTAN
3236,10/06/2021,POM,(null),ROBBERY,Y,ROBBERY,N,Y,N,N,N,(null),Y,(null),Y,(null),(null),Y,(null),Y,(null),Y,(null),UNCOOPERATIVE,(null),MALE,WHITE HISPANIC,6.1,200,THN,BRO,BLD,MANHATTAN
3237,26/05/2021,POM,(null),CPW,Y,ASSAULT,Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),Y,Y,(null),CALM,60,MALE,BLACK,5.5,160,MED,BRO,BLK,BRONX
3238,10/06/2021,POM,(null),CPW,Y,CPW,Y,Y,N,N,N,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),COOPERATIVE,22,MALE,WHITE HISPANIC,5.1,200,MED,BLK,BLK,BRONX
3239,22/05/2021,POM,(null),MENACING,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,25,MALE,BLACK,5.6,160,U,BRO,BLK,BROOKLYN
3240,22/05/2021,POM,(null),MENACING,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,21,FEMALE,BLACK,5.6,130,THN,BRO,BLK,BROOKLYN
3241,27/05/2021,POM,(null),CPW,N,(null),Y,Y,N,(null),N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),COMBATIVE IRATE UNCOOPERATIVE,24,MALE,BLACK,6,150,THN,BRO,BLK,BROOKLYN
3242,02/06/2021,POM,(null),CPW,N,(null),Y,N,N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),UNDERSTANDING,18,MALE,BLACK,5.11,165,THN,BRO,BLK,BROOKLYN
3243,04/06/2021,POM,(null),CPW,N,(null),Y,Y,N,N,Y,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),COMPLIANT,25,MALE,BLACK HISPANIC,5.11,170,THN,BRO,BLK,BROOKLYN
3244,09/06/2021,POM,(null),CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS/SCARED,18,MALE,BLACK,6.3,170,THN,BRO,BLK,BROOKLYN
3245,05/06/2021,POM,(null),CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),COMBATIVE,21,MALE,BLACK,6,180,THN,BRO,BLK,BROOKLYN
3246,30/05/2021,POF,(null),CRIMINAL TRESPASS,Y,CRIMINAL TRESPASS,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),AGITATED,23,MALE,BLACK HISPANIC,5.7,140,THN,BLK,BLK,BROOKLYN
3247,20/04/2021,POM,(null),CPW,Y,RECKLESS ENDANGERMENT,Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS,17,MALE,BLACK,5.8,140,MED,BRO,BLK,QUEENS
3248,11/06/2021,POM,(null),MENACING,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),ANNOYED,15,FEMALE,WHITE HISPANIC,5.5,100,THN,BRO,BLK,MANHATTAN
3249,11/06/2021,POM,(null),CRIMINAL TRESPASS,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),RELAXED,24,MALE,BLACK,5.1,180,U,BRO,BLK,BROOKLYN
3250,08/06/2021,POM,(null),ROBBERY,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,31,MALE,BLACK,5.11,170,THN,BRO,BLK,BROOKLYN
3251,11/06/2021,POM,(null),CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),Y,Y,(null),ANGRY,(null),MALE,BLACK,(null),(null),THN,BRO,BLK,BROOKLYN
3252,10/06/2021,POM,(null),ROBBERY,Y,ROBBERY,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),(null),ACTIVELY RESISTING & ASSAULTED OFFICERS.,18,MALE,WHITE HISPANIC,5.1,150,MED,HAZ,BRO,MANHATTAN
3253,09/06/2021,POM,(null),CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,N,(null),Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,41,MALE,BLACK,5.9,230,HEA,BRO,BLK,MANHATTAN
3254,10/06/2021,POM,(null),CPW,N,(null),Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,39,MALE,BLACK,5.8,150,MED,BRO,BLD,MANHATTAN
3255,09/06/2021,POM,(null),CPW,Y,OTHER,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),APPARENTLY NORMAL,21,MALE,BLACK,6,200,MED,BRO,BLK,BROOKLYN
3256,09/06/2021,POM,(null),CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),APPARENTLY NORMAL,18,FEMALE,BLACK,5.4,125,THN,BRO,BLK,BROOKLYN
3257,09/06/2021,POM,(null),CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),APPARENTLY NORMAL,21,FEMALE,BLACK,5.4,135,THN,BRO,RED,BROOKLYN
3258,11/06/2021,POM,(null),CPSP,Y,CPSP,N,Y,N,(null),N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM AND NERVOUS,31,MALE,BLACK,6.1,220,MED,ZZZ,BLK,BROOKLYN
3259,05/06/2021,POM,(null),ROBBERY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,(null),MALE,BLACK HISPANIC,6,200,MED,BRO,BRO,BROOKLYN
3260,08/06/2021,POM,(null),CPSP,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,50,MALE,BLACK,5.8,195,MED,BLK,BLK,MANHATTAN
3261,08/06/2021,POM,(null),CPSP,Y,CPSP,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,40,MALE,BLACK,5.7,150,MED,BLK,BLK,MANHATTAN
3262,08/06/2021,POM,(null),CPSP,Y,CPSP,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,37,FEMALE,BLACK,5.5,150,MED,BLK,BLK,MANHATTAN
3263,22/05/2021,POM,(null),ASSAULT,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),UNDERSTANDING,35,MALE,BLACK,5.1,160,THN,BRO,XXX,MANHATTAN
3264,04/06/2021,POM,(null),MAKING GRAFFITI,N,(null),N,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,30,MALE,BLACK,5.8,155,THN,ZZZ,BLK,BRONX
3265,06/06/2021,POM,(null),CPW,N,(null),N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),IRATE,51,MALE,BLACK,5.11,150,MED,BRO,BLD,BROOKLYN
3266,09/06/2021,POM,(null),CPW,N,(null),Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),CALM,18,MALE,BLACK,5.1,150,THN,BRO,BLK,BROOKLYN
3267,10/06/2021,POM,(null),CPW,N,(null),Y,N,(null),(null),N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NORMAL,30,MALE,BLACK,5.8,150,MED,BRO,BLK,BROOKLYN
3268,10/06/2021,POM,(null),MAKING GRAFFITI,N,(null),Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),CALM,21,MALE,BLACK,5.8,180,MED,BRO,BLK,BROOKLYN
3269,11/06/2021,POF,(null),CPW,N,(null),Y,N,N,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),CALM,34,MALE,BLACK,5.1,160,THN,BRO,BLK,QUEENS
3270,11/06/2021,POF,(null),ASSAULT,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,43,MALE,BLACK,5.6,150,MED,BRO,BLK,QUEENS
3271,08/06/2021,POM,(null),CRIMINAL MISCHIEF,Y,CRIMINAL MISCHIEF,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),TALKATIVE,16,MALE,BLACK,5.8,130,THN,BRO,BLK,BROOKLYN
3272,08/06/2021,POM,(null),CRIMINAL MISCHIEF,Y,CRIMINAL MISCHIEF,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NORMAL,14,MALE,BLACK,5.5,100,THN,BRO,BLK,BROOKLYN
3273,08/06/2021,POM,(null),CRIMINAL MISCHIEF,Y,CRIMINAL MISCHIEF,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),TALKATIVE,16,MALE,BLACK,5.1,90,THN,BRO,BLK,BROOKLYN
