STOP_ID,STOP_FRISK_DATE,ISSUING_OFFICER_RANK,SUPERVISING_OFFICER_RANK,SUSPECTED_CRIME_DESCRIPTION,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,STOP_LOCATION_BORO_NAME
2338,29/04/2021,POM,(null),CPW,Y,CPW,Y,Y,N,(null),N,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),35,MALE,BLACK,5.11,180,MED,BRO,BLK,QUEENS
2339,30/04/2021,POF,(null),ASSAULT,Y,ASSAULT,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),NERVOUS,20,MALE,WHITE HISPANIC,5.1,(null),(null),(null),BLK,QUEENS
2340,30/04/2021,DTS,(null),ASSAULT,Y,ASSAULT,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),AGITATED,17,MALE,WHITE HISPANIC,5.5,160,THN,BRO,BLK,QUEENS
2341,29/04/2021,POM,(null),OTHER,Y,OTHER,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,43,MALE,WHITE HISPANIC,5.1,180,MED,BRO,BLD,MANHATTAN
2342,24/04/2021,POF,(null),ASSAULT,Y,ASSAULT,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),COMBATIVE/ AGGRESSIVE,31,MALE,BLACK HISPANIC,6.2,150,THN,BRO,BLK,BRONX
2343,29/04/2021,POM,(null),ASSAULT,Y,ASSAULT,Y,Y,N,N,N,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),CALM,41,MALE,WHITE HISPANIC,5.6,160,THN,BRO,BLK,BROOKLYN
2344,29/04/2021,POM,(null),ASSAULT,Y,ASSAULT,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,46,MALE,WHITE HISPANIC,5.8,170,THN,BRO,BLK,BROOKLYN
2345,30/04/2021,POM,(null),OTHER,N,(null),Y,N,N,Y,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),Y,(null),CALM,44,MALE,BLACK,6.5,215,THN,BRO,BLK,QUEENS
2346,30/04/2021,POM,(null),ASSAULT,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),ANNOYED,25,MALE,WHITE HISPANIC,6.1,180,MED,BRO,BLK,MANHATTAN
2347,27/04/2021,POM,(null),PETIT LARCENY,Y,PETIT LARCENY,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),AGITATED,35,MALE,WHITE HISPANIC,5.9,160,THN,BRO,BLK,MANHATTAN
2348,23/04/2021,POM,(null),PETIT LARCENY,Y,PETIT LARCENY,Y,Y,N,N,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),UPSET,29,FEMALE,WHITE,5.7,170,THN,BRO,RED,MANHATTAN
2349,01/05/2021,POF,(null),MENACING,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,30,MALE,BLACK,6.2,200,THN,BRO,BLK,BROOKLYN
2350,29/04/2021,POM,(null),CPW,Y,CPW,Y,Y,N,N,N,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),CALM,17,MALE,BLACK,6.2,250,HEA,BRO,BLK,QUEENS
2351,28/04/2021,POM,(null),CPW,N,(null),N,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS AND UNCOOPERATIVE,(null),FEMALE,BLACK,(null),(null),THN,(null),BLK,MANHATTAN
2352,28/04/2021,POM,(null),CPW,Y,ASSAULT,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS QUIET,20,MALE,BLACK,6.1,170,(null),(null),BLK,MANHATTAN
2353,28/04/2021,POM,(null),CPW,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS AND QUIET,(null),MALE,BLACK,(null),(null),THN,(null),BLK,MANHATTAN
2354,28/04/2021,POM,(null),CPW,N,(null),N,N,Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS QUIET,(null),MALE,BLACK,(null),(null),THN,(null),BLK,MANHATTAN
2355,28/04/2021,POM,(null),CPW,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS AND QUIET,(null),MALE,BLACK,(null),(null),THN,(null),BLK,MANHATTAN
2356,28/04/2021,POM,(null),CPW,N,(null),N,N,Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS QUIET.,(null),MALE,BLACK,(null),(null),THN,(null),BLK,MANHATTAN
2357,19/04/2021,SGT,(null),CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),AGITATED,18,MALE,WHITE HISPANIC,6,150,THN,BRO,BLK,BRONX
2358,01/05/2021,POM,(null),BURGLARY,Y,CRIMINAL TRESPASS,N,Y,N,(null),N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),COMPLIANT CALM COOPERATIVE,39,MALE,BLACK,6,180,MED,BRO,BLK,QUEENS
2359,01/05/2021,POM,(null),CPW,Y,CPW,Y,Y,N,N,N,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),19,MALE,BLACK,6.2,180,MED,BLK,BRO,BROOKLYN
2360,19/04/2021,SGT,(null),CPW,N,(null),Y,Y,N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),UPSET,26,MALE,WHITE HISPANIC,5.11,160,MED,BRO,BLK,BRONX
2361,28/04/2021,POM,(null),CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),(null),(null),NERVOUS,14,MALE,BLACK,5.11,155,THN,ZZZ,BLK,BROOKLYN
2362,01/05/2021,POM,(null),ROBBERY,Y,ROBBERY,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),AGITATED,18,MALE,WHITE HISPANIC,5.1,210,HEA,BRO,BLK,BROOKLYN
2363,30/04/2021,POM,(null),OTHER,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),Y,(null),CALM,25,MALE,BLACK,6.3,195,THN,BRO,BLK,QUEENS
2364,07/04/2021,POM,(null),ASSAULT,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),CONFRONTATIONAL,19,MALE,WHITE HISPANIC,5.11,165,THN,GRN,BLK,MANHATTAN
2365,07/04/2021,POM,(null),ASSAULT,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,19,FEMALE,WHITE HISPANIC,5.4,150,THN,BRO,BLN,MANHATTAN
2366,28/04/2021,POM,(null),ASSAULT,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),CALM,49,MALE,WHITE HISPANIC,6,24,HEA,ZZZ,BLK,MANHATTAN
2367,01/05/2021,POM,(null),CRIMINAL TRESPASS,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),INTOXICATED AND UNCOOPERATIVE,64,MALE,BLACK,5.6,180,HEA,BRO,BLK,QUEENS
2368,02/05/2021,POM,(null),CPW,N,(null),Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CONFUSED / NERVOUS,61,MALE,BLACK,6,170,THN,BRO,BLD,MANHATTAN
2369,27/04/2021,POM,(null),ASSAULT,Y,ASSAULT,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),Y,Y,(null),HOSTILE,58,MALE,WHITE HISPANIC,5.9,200,MED,BLK,GRY,MANHATTAN
2370,29/04/2021,POF,(null),CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,16,MALE,BLACK,5.6,130,THN,BRO,BLK,BROOKLYN
2371,29/04/2021,POF,(null),CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,16,MALE,BLACK,5.8,120,THN,BRO,BRO,BROOKLYN
2372,29/04/2021,POF,(null),CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,16,MALE,BLACK,5.2,135,THN,BRO,BLK,BROOKLYN
2373,29/04/2021,POF,(null),CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,16,MALE,BLACK,5.6,130,THN,BRO,BLK,BROOKLYN
2374,27/04/2021,POM,(null),PETIT LARCENY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NORMAL,50,MALE,BLACK,5.11,170,THN,BRO,BLK,BROOKLYN
2375,01/05/2021,POM,(null),PETIT LARCENY,Y,PETIT LARCENY,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),NORMAL,29,MALE,BLACK,5.7,150,THN,BRO,BLK,MANHATTAN
2376,17/04/2021,POM,(null),OTHER,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,25,MALE,WHITE HISPANIC,5.6,140,THN,BRO,BLK,BRONX
2377,23/04/2021,POM,(null),ROBBERY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,(null),MALE,BLACK,6,240,MED,BRO,BLK,BRONX
2378,01/05/2021,POM,(null),CRIMINAL MISCHIEF,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NORMAL,20,MALE,BLACK HISPANIC,5.7,150,THN,BRO,BLK,BROOKLYN
2379,28/04/2021,POM,(null),ROBBERY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),67,MALE,BLACK,(null),115,THN,BLK,BLD,BROOKLYN
2380,03/05/2021,POM,(null),CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CLAM,39,MALE,(null),6.2,(null),MED,ZZZ,XXX,BROOKLYN
2381,03/05/2021,POM,(null),PETIT LARCENY,Y,PETIT LARCENY,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),UPSET,41,FEMALE,WHITE,5.8,150,THN,BLU,BRO,STATEN ISLAND
2382,18/04/2021,POM,(null),GRAND LARCENY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),FEMALE,WHITE,(null),(null),THN,BLU,BRO,BROOKLYN
2383,02/05/2021,POF,(null),CRIMINAL MISCHIEF,Y,CRIMINAL MISCHIEF,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),INCOHERENT,49,MALE,WHITE HISPANIC,5.8,200,MED,BRO,GRY,QUEENS
2384,17/04/2021,POM,(null),CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),Y,(null),NERVOUS/ UPSET,17,MALE,BLACK,5.9,130,THN,BRO,BLK,BRONX
2385,23/04/2021,POM,(null),CPW,N,(null),Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,38,MALE,BLACK,5.9,190,THN,BRO,BLK,BRONX
2386,03/05/2021,POM,(null),ASSAULT,Y,ASSAULT,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),31,MALE,BLACK HISPANIC,5.1,180,THN,BLK,XXX,BRONX
2387,02/05/2021,POM,(null),MURDER,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),Y,(null),CALM AND COOPERATIVE,22,MALE,BLACK,5.6,140,THN,BRO,BLK,BROOKLYN
2388,02/05/2021,POM,(null),MURDER,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),Y,(null),CALM AND COOPERATIVE,25,MALE,BLACK,5.8,150,THN,BRO,BLK,BROOKLYN
2389,02/05/2021,POM,(null),MURDER,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),Y,(null),CALM AND COOPERATIVE,25,MALE,BLACK,5.8,150,THN,BRO,BLK,BROOKLYN
2390,02/05/2021,POM,(null),PETIT LARCENY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,35,MALE,BLACK HISPANIC,5.9,180,THN,BRO,BLK,BROOKLYN
2391,02/05/2021,POM,(null),PETIT LARCENY,Y,PETIT LARCENY,N,Y,N,N,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),IRATE,52,MALE,WHITE,5.9,175,HEA,BRO,GRY,BROOKLYN
2392,03/05/2021,POM,(null),OTHER,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),NORMAL,30,MALE,WHITE HISPANIC,5.7,180,MED,BLK,BLK,BROOKLYN
2393,28/04/2021,POM,(null),ROBBERY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),ANGRY AND AGGRESSIVE,27,MALE,BLACK,5.9,170,THN,BRO,BLK,BROOKLYN
2394,29/04/2021,SGT,(null),CPW,N,(null),Y,Y,N,(null),N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS,27,MALE,BLACK,5.1,160,THN,BRO,BLK,BRONX
2395,29/04/2021,POM,(null),CPW,Y,CPSP,Y,Y,N,(null),Y,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),AGITATED,31,MALE,BLACK,5.7,150,THN,BRO,BLD,BRONX
2396,04/05/2021,POM,(null),CPW,N,(null),Y,N,N,(null),N,(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),Y,(null),AGITATED,14,MALE,BLACK,5.6,115,THN,BRO,BLK,BROOKLYN
2397,04/05/2021,SGT,(null),CPW,N,(null),Y,N,N,(null),N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),AGITATED,15,MALE,BLACK,5.11,145,THN,BRO,(null),BROOKLYN
2398,03/05/2021,POM,(null),PETIT LARCENY,Y,PETIT LARCENY,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),COOPERATIVE,56,MALE,BLACK,5.8,165,THN,BRO,BLD,MANHATTAN
2399,28/04/2021,POM,(null),OTHER,Y,OTHER,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),QUIET,65,MALE,WHITE HISPANIC,5.5,130,THN,BRO,GRY,MANHATTAN
2400,04/05/2021,POM,(null),MENACING,N,(null),Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CONFUSED,19,MALE,WHITE HISPANIC,5.8,150,THN,BRO,BLK,MANHATTAN
2401,05/05/2021,POM,(null),CPW,N,(null),Y,Y,N,N,N,(null),(null),Y,Y,(null),(null),(null),(null),(null),Y,Y,(null),CALM,27,MALE,BLACK,6.1,(null),U,BRO,BLK,BROOKLYN
2402,01/05/2021,POM,(null),BURGLARY,N,(null),Y,Y,N,(null),N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),Y,(null),NORMAL,50,MALE,WHITE HISPANIC,5.7,200,MED,BRO,BLK,BROOKLYN
2403,05/05/2021,POM,(null),PETIT LARCENY,Y,PETIT LARCENY,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),Y,(null),(null),(null),CONFUSED,24,MALE,BLACK,6.2,170,THN,BRO,BLK,BROOKLYN
2404,05/05/2021,POM,(null),MAKING GRAFFITI,Y,MAKING GRAFFITI,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),HAPPY,34,MALE,WHITE,5.9,180,MED,HAZ,PLE,QUEENS
2405,30/04/2021,POF,(null),ASSAULT,Y,ASSAULT,Y,Y,N,Y,N,(null),Y,(null),Y,(null),(null),Y,(null),(null),Y,Y,(null),UPSET RESPECTFUL COOPERATIVE,21,MALE,BLACK,5.4,140,THN,BRO,BLK,MANHATTAN
2406,01/05/2021,POM,(null),GRAND LARCENY AUTO,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),AGITATED,18,MALE,BLACK,6,150,THN,BRO,BLK,MANHATTAN
2407,05/05/2021,POF,(null),BURGLARY,Y,CPSP,Y,Y,(null),(null),Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,28,MALE,WHITE HISPANIC,5.8,160,THN,BRO,ZZZ,MANHATTAN
2408,03/05/2021,POM,(null),PETIT LARCENY,Y,PETIT LARCENY,N,N,Y,N,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),Y,Y,(null),SCARED / CRYING,46,MALE,WHITE,5.9,190,MED,BRO,BLK,MANHATTAN
2409,02/05/2021,POM,(null),CPW,N,(null),Y,Y,N,N,N,(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),Y,(null),CALM,18,MALE,BLACK,5.9,140,THN,BRO,BLK,BRONX
2410,04/05/2021,POM,(null),GRAND LARCENY,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),(null),(null),APP NORMAL,22,MALE,WHITE HISPANIC,5.11,230,HEA,BRO,BLK,BROOKLYN
2411,20/04/2021,SSA,(null),CPW,N,(null),Y,N,Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),ANGRY,(null),MALE,BLACK,5.7,140,THN,BRO,BLK,BROOKLYN
2412,04/05/2021,POM,(null),CPW,N,(null),Y,N,N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,40,MALE,BLACK,6,175,MED,BRO,BLK,QUEENS
2413,04/05/2021,POM,(null),CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,35,MALE,BLACK,5.1,200,U,BRO,BLK,QUEENS
2414,04/05/2021,POM,(null),ROBBERY,Y,ROBBERY,Y,N,N,(null),N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,23,MALE,BLACK,5.9,180,MED,BRO,BLK,QUEENS
2415,04/05/2021,POM,(null),ROBBERY,Y,ROBBERY,Y,N,N,(null),N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,30,MALE,BLACK,5.1,180,THN,BRO,BLK,QUEENS
2416,04/05/2021,POM,(null),ROBBERY,Y,ROBBERY,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,22,FEMALE,BLACK,5.6,140,THN,BRO,BLK,QUEENS
2417,03/05/2021,POM,(null),PETIT LARCENY,Y,PETIT LARCENY,N,Y,N,(null),N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,52,MALE,WHITE HISPANIC,5.1,150,THN,BRO,BRO,QUEENS
2418,27/04/2021,POM,(null),CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,25,MALE,BLACK,5.1,160,MED,BLK,BLK,MANHATTAN
2419,30/04/2021,POM,(null),CRIMINAL TRESPASS,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),UNDERSTANDING,26,FEMALE,BLACK,5.6,160,MED,BRO,BLK,MANHATTAN
2420,30/04/2021,POM,(null),CRIMINAL TRESPASS,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),UNDERSTANDING,21,FEMALE,BLACK,5.4,150,MED,BRO,BLK,MANHATTAN
2421,05/05/2021,LT,(null),CRIMINAL MISCHIEF,Y,CRIMINAL MISCHIEF,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS BUT COMPLIANT,26,FEMALE,BLACK HISPANIC,5.3,115,THN,BRO,BLK,BRONX
2422,05/05/2021,POM,(null),CRIMINAL MISCHIEF,Y,CRIMINAL MISCHIEF,N,Y,N,(null),N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),UPSET,32,MALE,BLACK,5.8,160,THN,BRO,BLK,BRONX
2423,04/05/2021,POM,(null),PETIT LARCENY,Y,PETIT LARCENY,N,Y,N,(null),N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),CONFUSED,36,MALE,BLACK,6.2,220,MED,BRO,BLK,BROOKLYN
2424,04/05/2021,POM,(null),PETIT LARCENY,Y,PETIT LARCENY,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),CONFUSED,42,FEMALE,WHITE HISPANIC,5.7,125,THN,BRO,RED,BROOKLYN
2425,04/05/2021,POM,(null),CPW,Y,CRIMINAL MISCHIEF,Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS,16,MALE,BLACK,5.1,150,THN,BRO,BLK,BROOKLYN
2426,04/05/2021,POM,(null),CPW,Y,CRIMINAL MISCHIEF,Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),SWEATING NERVOUS,16,MALE,BLACK,5.9,150,THN,BRO,BLK,BROOKLYN
2427,04/05/2021,POM,(null),CPW,Y,CRIMINAL MISCHIEF,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS,16,MALE,BLACK,5.1,150,THN,BRO,BLK,BROOKLYN
2428,04/05/2021,POM,(null),CPW,Y,CRIMINAL MISCHIEF,Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),SWEATING NERVOUS,16,MALE,BLACK,5.6,145,THN,BRO,BLK,BROOKLYN
2429,04/05/2021,POM,(null),CPW,Y,CRIMINAL MISCHIEF,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS,16,MALE,BLACK,5.1,160,THN,BRO,BLK,BROOKLYN
2430,05/05/2021,POM,(null),BURGLARY,N,(null),N,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NORMAL,30,MALE,WHITE HISPANIC,5.6,150,MED,BLK,BRO,QUEENS
2431,05/05/2021,POM,(null),PETIT LARCENY,Y,PETIT LARCENY,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,29,MALE,BLACK,5.5,130,MED,BRO,BLK,MANHATTAN
2432,06/05/2021,POM,(null),ASSAULT,Y,OTHER,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),37,MALE,WHITE HISPANIC,6,220,MED,BRO,BLK,BRONX
2433,27/04/2021,POM,(null),CPW,N,(null),Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),COMPLIANT,17,MALE,BLACK,5.6,160,THN,BRO,BLK,BROOKLYN
2434,28/04/2021,POF,(null),ASSAULT,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),(null),(null),HOSTILE,17,MALE,BLACK,5.8,150,THN,BLK,BLK,QUEENS
2435,06/05/2021,POM,(null),CRIMINAL TRESPASS,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS,35,FEMALE,BLACK HISPANIC,5.6,125,MED,ZZZ,BLK,MANHATTAN
2436,30/04/2021,POM,(null),RAPE,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,53,MALE,BLACK,5.9,160,THN,BRO,BLK,MANHATTAN
2437,03/05/2021,POM,(null),GRAND LARCENY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM AND UNDERSTANDING,30,FEMALE,BLACK,5.5,140,THN,BRO,BLK,MANHATTAN
2438,03/05/2021,POM,(null),GRAND LARCENY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM AND UNDERSTANDING,55,MALE,BLACK,5.8,160,THN,ZZZ,XXX,MANHATTAN
2439,06/05/2021,POM,(null),PETIT LARCENY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,42,MALE,BLACK,6.2,220,MED,BRO,BLK,MANHATTAN
2440,02/05/2021,POM,(null),CPW,Y,CPW,N,Y,N,N,N,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),UPSET,18,MALE,BLACK,5.9,145,THN,BRO,BLK,BROOKLYN
2441,01/05/2021,POM,(null),CPW,Y,CRIMINAL SALE OF CONTROLLED SUBSTANCE,N,Y,N,N,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),IRATE,20,MALE,BLACK,5.1,160,MED,BRO,BLK,BROOKLYN
2442,08/04/2021,POM,(null),GRAND LARCENY,Y,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,N,Y,Y,Y,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NORMAL,55,MALE,BLACK HISPANIC,6.2,190,MED,BRO,BRO,BROOKLYN
2443,01/05/2021,POM,(null),CPW,N,(null),N,N,N,N,N,(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),Y,(null),CALM,(null),MALE,WHITE,5.11,160,THN,BRO,BLK,QUEENS
2444,01/05/2021,POM,(null),CPW,N,(null),N,N,N,N,N,(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),Y,(null),CALM,(null),MALE,WHITE HISPANIC,5.11,155,THN,BRO,BLK,QUEENS
2445,01/05/2021,POM,(null),CPW,N,(null),N,N,N,N,N,(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),Y,(null),CALM,(null),MALE,WHITE,5.1,150,THN,BRO,BLK,QUEENS
2446,06/05/2021,POM,(null),ASSAULT,Y,ASSAULT,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),AGITATED,24,MALE,WHITE HISPANIC,5.6,150,MED,BRO,BRO,QUEENS
